name,No,Company.Name,Month,Description,Founded,Lead.Investor,Deal.Size,Prior.Raise,Reason,Interesting,uuid,,,,
scientist,333,Scientist,42886,"Provider of an online marketplace for outsourced research designed to simplify the purchase of research services. The company's Scientist marketplace helps research scientists make discoveries and exchange researches, enabling them to saves time and money and also showcase innovative tools and technologies.",2006,"5AM Ventures (Paul Stone), Leerink Transformation Partners (Jared Kesselheim)",24.08,6.5,NA,1,ca4ba0ee-b6cf-3a5b-0f2e-714bfcd1aaca,,,,30/05/2017
sealbusinessproductivitysoftware,549,Seal (Business Productivity Software),43281,"Provider of contract discovery, data extraction and analytics software designed to help companies manage their contract portfolios. The company's software leverages machine learning and natural language processing and works like a search engine where users can ask various questions about their contracts, like start dates, renewals, payment terms, liability, pricing, incentives and others, and get answers for them, enabling companies to understand exactly where their contracts are and what is buried within them, maximizing revenue opportunities, mitigating risk and reducing expenses.",2010,Toba Capital(Vincent Smith),30,4,NA,1,0ed5af9a-db0e-9fb2-0504-15a5288e89c5,,,,29/06/2018
seasoned,410,Seasoned,43039,"Operator of a professional networking platform designed to connect workers with jobs, talent and career development opportunities. The company's professional networking platform aims to connect workers in the field of cooks and dishwashers to servers and hosts, gig workers to lifers, enabling them to search for jobs by title and location, learn new tricks through video courses and articles and connect with people in the industry.",2015,TPG Growth (William McGlashan),20,0,NA,1,784ecba0-641c-b075-324b-e5805ea3c13e,,,,30/10/2017
securityscorecard,29,SecurityScorecard,42551,Provider of security risk-assessment service for cloud-based information systems. The company provides threat intelligence and risk awareness to assist clients in predicting and retracing data security issues. It helps enterprises gain operational command of the security posture for themselves and across all of their partners and vendors.,2013,GV (Karim Faris),20,15.923279,Early / Small,0,fd0b9c26-f7f8-885e-39e4-e82c2517f4d4,,,,29/06/2016
securonix,406,Securonix,43008,"Provider of Saas based big data security analytics platform designed to transform security management with risk intelligence. The company's security intelligence platform uses Hadoop and machine learning technology to consume, enrich and analyze massive volumes of data in real-time, enabling clients to detect and prioritize insider threat, cyber threat, cloud and fraud attacks automatically and accurately.",2008,Volition Capital (Roger Hurwitz),29,0,NA,1,11e16e03-201e-7559-d1ba-120ae849dcb9,,,,29/09/2017
seismicsoftware,160,Seismic Software,42521,Provider of an end-to-end sales enablement software for enterprises. The company provides a sales enablement platform which automates the creation of personalized sales materials with content that finds sales reps and personalizes itself.,2010,General Atlantic (Gary Reiner),40,24.5,Business Model,0,a020f30b-f1d5-14e0-6c60-70a1acbd9cbe,,,,30/05/2016
stoneeagleservices,43,StoneEagle Services,42429,"Supplier of virtual ""credit cards"" for business-t-business payments. The company distributes, administers and processes virtual and plastic cards, checks and ACH payments.",1967,FTV Capital (Christopher Winship),76,0,NA,1,bbd1f833-6712-b596-2bbe-6d3c5729aaee,,,,28/02/2016
storagecrafttechnology,133,StorageCraft Technology,42400,"Provider of backup and recovery software. The company provides backup, disaster recovery, system migration and data protection services for servers, desktops and laptops on Windows and Linux platforms. Its integrated product suite is designed to reduce downtime, improve management and stability of systems and data and lower the total cost of system ownership in both physical and virtual environments.",2003,TA Associates Management (Jonathan Meeks),187,0,Business Model,0,cee2a354-154f-06e7-b3bd-baeedcd0834b,,,,30/01/2016
syncroninternational,600,Syncron International,43404,"Provider of cloud-based aftermarket supply chain management software. The company's software offers global inventory, price, order, data management capability and uses advanced analytics to enable tier 1 manufacturers and part distributors in the aerospace and defense, equipment manufacturing, construction, mining and logistics industries to exceed their customer expectations.",1999,Summit Partners(Antony Clavel),67,20,NA,1,1562ac05-09f8-cf05-44de-b01739c2c67a,,,,30/10/2018
thekelagroup,528,The KELA Group,43220,"Developer and provider of an advanced cyber intelligence software platform. The company's security platform leverages advanced algorithms, data science, and elite Israeli intelligence expertise, providing real-time actionable intelligence about threats specifically targeting the client's organization, such as leaked user credentials or IT infrastructure vulnerabilities, enabling enterprises and governmental agencies to thwart attacks before they take place.",2009,Vector Capital (Matthew Blodgett),50,0,NA,1,2dbfc2c4-d738-4bf3-94fb-e23dd65e32c4,,,,29/04/2018
threatq,432,ThreatQ,43069,"Developer of an open and extensible threat intelligence platform designed to empower security teams to respond to cyber threats. The company's threat intelligence platform, ThreatQ accelerates security operations through context, prioritization and automation, enabling companies to identify, understand, prioritize and act on high-priority threats facing their organization, based on customer-defined parameters.",2013,Adams Street Partners (Fred Wang),30,26.7,NA,1,a7e4d0be-040f-c404-9e63-1f48c543c497,,,,29/11/2017
tripping,242,Tripping,42735,"Provider of a hospitality network for travelers, expats and locals. The company provides an online platform for users to book vacation homes and short-term rentals.",2009,Princeville Global (Matt Krna),35,24.08,NA,1,8fd420ce-7c2c-63d6-dd6c-341695442661,,,,30/12/2016
upstreamsystems,277,Upstream Systems,42794,"Developer of a mobile marketing technology platform designed for accelerating mobile commerce in high growth markets. The company's mobile marketing technology platform creates a link between mobile operators and customers for effective marketing, payments and procurements of mobile products and services enabling people to effortlessly receive and pay for the most relevant and affordable digital subscription services on their mobile devices.",2001,European Investment Bank (Nicholas Jennett),26.55,14.99,NA,1,74af625f-5e3c-5b24-1562-8afded34b600,,,,27/02/2017
veemus,289,Veem (US),42825,"Provider of payment service for global commerce designed to simplify global business payments. The company's global payment service allows businesses and payment platforms to send and receive payments in local currency via a friction-less manner by using the block chain as a new settlement rail, enabling them to quickly and securely pay and get paid from their business partners all over the world.",2014,National Australia Bank (Melissa Widner),25,14,NA,1,05e943e5-235e-4e22-ab7b-2811311491a4,,,,30/03/2017
velocloud,134,VeloCloud,42400,Provider of cloud networking services. The company provides a subscription-based service that delivers multi-path optimization to steer business-critical applications over the best paths.,2012,"Cisco Investments (Jeff Reed), March Capital Partners (Sumant Mandal)",27,20.384997,Business Model,0,b383bd9c-d4d0-f94e-31e1-f114d930a721,,,,30/01/2016
xignite,36,Xignite,42429,"Provider of financial market data. The company’s solutions cover market quotes, news, corporate data, industry information, analytics and tools.",2000,QUICK Corp (Noboru Yoshioka),20.5,15.831877,NA,1,5d159301-1e0b-33b7-292a-aa951ec9194b,,,,28/02/2016
youitv,610,You.i TV,43434,"Provider of software tools for addressing cross-platform application development designed to unify application strategy and build applications. The company's tools help development teams at every stage of their development process from initial concepts, to development, compiling, testing and deploying applications in market, as well as to build personalized experiences quickly on all platforms like mobile devices, set-top boxes, game consoles and streaming devices, enabling media and entertainment companies to build video streaming applications on iOS and Android, Roku, tvOS, Android TV, PlayStation, Xbox, Amazon Fire TV and Smart TVs.",2008,Causeway Media Partners(Robert Higgins),23,27,NA,1,48b52732-4bbb-6276-3277-e0c570382a90,,,,29/11/2018
